source,key,n_prefs,fitness,n_prefs_source
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1, 0)",4,36.71870803833008,4_model
model,"(1, 0, 3, 0, 1, 0, 0, 1, 1, 0, 0, 0)",3,35.860164642333984,3_model
model,"(1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0)",3,36.08103561401367,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1)",4,35.7519416809082,4_model
model,"(1, 1, 3, 0, 1, 0, 1, 0, 0, 1, 0, 0)",3,35.80110549926758,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 1)",4,35.8614616394043,4_model
model,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)",2,36.28659439086914,2_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 1, 0, 1, 0)",4,36.26034164428711,4_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)",3,35.69411849975586,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0)",4,36.9948616027832,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1)",3,35.26212692260742,3_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0)",3,35.957271575927734,3_model
model,"(1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 1)",3,35.575870513916016,3_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0)",3,36.132381439208984,3_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0)",4,36.78084945678711,4_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0)",3,36.081661224365234,3_model
model,"(1, 1, 4, 1, 0, 0, 0, 2, 0, 0, 0, 0)",4,36.493282318115234,4_model
model,"(1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0)",3,36.699222564697266,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0)",4,37.16752243041992,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 2)",4,35.24111557006836,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 1)",4,36.17134475708008,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0)",3,36.62571334838867,3_model
model,"(1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0)",2,36.687923431396484,2_model
model,"(1, 1, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0)",3,36.67934036254883,3_model
model,"(1, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0)",3,36.78762435913086,3_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1)",3,35.544429779052734,3_model
model,"(1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0)",3,37.25313186645508,3_model
model,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2)",2,35.13102340698242,2_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 1, 1, 0)",4,36.62618637084961,4_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0)",3,35.79256057739258,3_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0)",3,36.50303268432617,3_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1)",3,35.46017074584961,3_model
model,"(1, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0)",3,37.38838577270508,3_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 2, 0)",4,37.1671257019043,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0)",4,36.44294357299805,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 2)",4,36.3344841003418,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 0, 2, 0)",4,37.09964370727539,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0)",4,37.04350662231445,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1, 0)",4,37.16775894165039,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 1, 0, 0, 0)",4,36.225948333740234,4_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2)",3,35.10123062133789,3_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2)",3,35.05374526977539,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 2, 1, 0, 0, 0)",3,35.172481536865234,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 1, 0, 0, 1, 0)",4,36.77363967895508,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 0, 1, 0, 0)",4,36.11690139770508,4_model
model,"(1, 1, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0)",4,35.03779983520508,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0)",4,36.52690505981445,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0)",3,36.15855026245117,3_model
model,"(1, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0)",3,36.39564895629883,3_model
model,"(1, 0, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0)",3,36.568355560302734,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 1, 0, 0, 0)",4,36.049137115478516,4_model
model,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)",2,36.096797943115234,2_model
model,"(1, 1, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0)",4,36.3061637878418,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 1, 0, 0)",4,36.49647903442383,4_model
model,"(1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0)",2,36.15816879272461,2_model
model,"(1, 1, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0)",4,36.1480827331543,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 0, 1, 0)",4,36.490718841552734,4_model
model,"(1, 0, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0)",3,35.91176223754883,3_model
model,"(1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 1)",3,34.713253021240234,3_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)",4,36.11783218383789,4_model
model,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)",2,36.19260787963867,2_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0)",3,36.28566360473633,3_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0)",3,35.99526596069336,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0)",3,36.86836624145508,3_model
model,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1)",2,36.095149993896484,2_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 0, 0, 1, 0)",4,37.02205276489258,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 1, 1, 0, 0)",4,36.849918365478516,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1)",4,36.354068756103516,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0)",3,36.44991683959961,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 0, 0, 2, 0)",4,36.49485397338867,4_model
model,"(1, 1, 4, 2, 0, 0, 1, 0, 1, 0, 0, 0)",4,36.30094528198242,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 1)",4,35.853885650634766,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 2, 0, 0)",3,35.95658493041992,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 2, 0, 1, 0)",4,36.11387252807617,4_model
model,"(1, 0, 3, 0, 1, 0, 0, 1, 0, 1, 0, 0)",3,35.787105560302734,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 2, 0, 1, 0)",4,36.09463882446289,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)",3,36.52602005004883,3_model
model,"(1, 1, 3, 0, 0, 0, 2, 0, 0, 0, 0, 1)",3,34.48244857788086,3_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 1)",3,35.70242691040039,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 1, 0, 1, 0)",4,36.179073333740234,4_model
model,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0)",2,36.26968765258789,2_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0)",3,35.52859115600586,3_model
model,"(1, 1, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0)",4,35.782779693603516,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 2, 0)",4,37.28029251098633,4_model
model,"(1, 1, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0)",3,35.90497970581055,3_model
model,"(1, 1, 4, 1, 0, 1, 2, 0, 0, 0, 0, 0)",4,36.24312210083008,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1)",3,35.45225143432617,3_model
model,"(1, 0, 3, 0, 0, 2, 0, 1, 0, 0, 0, 0)",3,36.679073333740234,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0)",3,36.59885025024414,3_model
model,"(1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1)",3,35.7617073059082,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1)",3,35.368656158447266,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 2)",3,34.9117546081543,3_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)",3,36.95449447631836,3_model
model,"(1, 1, 3, 0, 0, 1, 0, 1, 0, 0, 1, 0)",3,36.78395462036133,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 2, 0)",4,36.725406646728516,4_model
model,"(1, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0)",3,35.20302200317383,3_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2)",4,36.13035202026367,4_model
model,"(1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0)",3,37.262691497802734,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)",4,36.09367752075195,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0)",3,35.70851516723633,3_model
model,"(1, 1, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0)",3,36.85158920288086,3_model
model,"(1, 1, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0)",3,36.31962203979492,3_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 1)",3,35.815853118896484,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0)",4,36.495601654052734,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 0, 2, 0, 0)",3,35.63764572143555,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 2, 0, 0)",4,35.78474807739258,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 1, 0)",4,36.742801666259766,4_model
model,"(1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0)",3,37.251399993896484,3_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 1, 0, 0)",4,36.40083694458008,4_model
model,"(1, 1, 3, 0, 0, 2, 0, 1, 0, 0, 0, 0)",3,36.60093307495117,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1)",3,35.65079116821289,3_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 0, 0, 0, 1)",4,35.83622360229492,4_model
model,"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 1)",3,35.55978012084961,3_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)",3,35.5503044128418,3_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0)",3,36.26882553100586,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0)",3,36.68855667114258,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1)",4,36.1242561340332,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 1, 0, 1, 0)",3,35.91739273071289,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 2, 0, 1)",4,35.56345748901367,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 1, 0, 1, 0)",4,36.74238204956055,4_model
model,"(1, 1, 4, 0, 0, 1, 2, 1, 0, 0, 0, 0)",4,35.90189743041992,4_model
model,"(1, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0)",2,35.8982048034668,2_model
model,"(1, 1, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0)",3,36.073246002197266,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 0, 0, 2)",4,35.23056411743164,4_model
model,"(1, 0, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0)",4,36.77971267700195,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 2)",4,36.21413040161133,4_model
model,"(1, 1, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0)",3,36.61698532104492,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0)",4,36.452701568603516,4_model
model,"(1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0)",2,36.02468490600586,2_model
model,"(1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0)",3,36.3714485168457,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1)",4,36.638118743896484,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0)",3,36.06735610961914,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 1, 1, 1, 0, 0)",4,36.04848098754883,4_model
model,"(1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 0, 0)",4,36.952754974365234,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0)",4,36.68330764770508,4_model
model,"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)",2,37.10990524291992,2_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 2, 0, 1, 0)",4,36.92159652709961,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1)",3,35.297977447509766,3_model
model,"(1, 1, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0)",3,36.9941291809082,3_model
model,"(1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0)",3,37.49679183959961,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0)",3,35.62361526489258,3_model
model,"(1, 1, 4, 0, 0, 1, 1, 1, 0, 0, 0, 0)",4,36.88251876831055,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0)",4,36.6358757019043,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1)",3,35.18606948852539,3_model
model,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)",2,36.065792083740234,2_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1)",4,35.6887321472168,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 0, 1, 1)",4,36.06099319458008,4_model
model,"(1, 1, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0)",3,36.12349319458008,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)",3,35.21968460083008,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0)",3,36.1956901550293,3_model
model,"(1, 1, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0)",3,37.290889739990234,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 1, 1, 0, 0)",4,36.75429916381836,4_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0)",3,36.65311050415039,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0)",4,37.10647201538086,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 2, 0, 1)",4,35.421756744384766,4_model
model,"(1, 1, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0)",4,35.91256332397461,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 2)",3,34.3425407409668,3_model
model,"(1, 0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0)",3,35.8452262878418,3_model
model,"(1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1, 0)",3,36.278079986572266,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 1, 1, 0, 0)",4,36.00565719604492,4_model
model,"(1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0)",2,36.398136138916016,2_model
model,"(1, 1, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0)",3,36.85288619995117,3_model
model,"(1, 1, 4, 0, 1, 0, 0, 1, 2, 0, 0, 0)",4,35.974727630615234,4_model
model,"(1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0)",3,36.82267379760742,3_model
model,"(1, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)",2,36.09896469116211,2_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0)",4,36.22993850708008,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)",3,35.57749557495117,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0, 1)",3,35.11014938354492,3_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0)",3,37.37588882446289,3_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 1, 0, 1, 0)",4,36.2779426574707,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 1, 0, 0, 1)",4,35.57097244262695,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 0, 2)",4,35.70206069946289,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0)",4,36.98545455932617,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 0, 2)",4,35.22526168823242,4_model
model,"(1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0)",3,36.89896774291992,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0)",3,36.09660720825195,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1)",4,36.5498161315918,4_model
model,"(1, 0, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0)",4,36.62428665161133,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 1, 0, 1, 0, 0)",3,35.75740432739258,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0)",3,36.068294525146484,3_model
model,"(1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0)",2,36.7889289855957,2_model
model,"(1, 0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1)",3,35.53200149536133,3_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0)",3,35.89713668823242,3_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 1, 0)",4,37.04689407348633,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 2, 0)",4,37.2527961730957,4_model
model,"(1, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0)",3,37.13035202026367,3_model
model,"(1, 0, 4, 0, 0, 1, 1, 1, 0, 0, 0, 0)",4,36.965267181396484,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 0, 1, 0)",4,36.97307205200195,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0)",3,36.100093841552734,3_model
model,"(1, 1, 4, 0, 1, 0, 0, 1, 1, 0, 0, 0)",4,36.05599594116211,4_model
model,"(1, 1, 4, 0, 0, 0, 2, 0, 0, 0, 0, 1)",4,35.00920486450195,4_model
model,"(1, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0)",4,35.01786422729492,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 2, 0, 1, 0)",3,36.3497428894043,3_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)",4,37.1875114440918,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 2, 0)",4,36.43959426879883,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 2, 0, 0, 1, 0)",4,36.25802230834961,4_model
model,"(1, 0, 4, 0, 0, 1, 3, 0, 0, 0, 0, 0)",4,34.873043060302734,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0)",3,36.05453872680664,3_model
model,"(1, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 0)",3,36.14363479614258,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0)",4,36.49320602416992,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0)",3,37.43167495727539,3_model
model,"(1, 1, 3, 0, 0, 1, 0, 1, 0, 0, 0, 1)",3,35.58372116088867,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0)",3,37.23112106323242,3_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0)",3,36.178157806396484,3_model
model,"(1, 1, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0)",3,36.50803756713867,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0)",4,36.77444076538086,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0)",4,36.561344146728516,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0)",4,36.73751449584961,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1)",3,36.6440544128418,3_model
model,"(1, 0, 4, 0, 0, 1, 0, 2, 0, 0, 0, 0)",4,36.52345657348633,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 1, 1, 1, 0)",4,36.170650482177734,4_model
model,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)",2,37.15165328979492,2_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)",3,37.37604904174805,3_model
model,"(1, 1, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0)",3,36.267154693603516,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 1, 1, 1, 0)",3,36.3863639831543,3_model
model,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1)",2,36.250362396240234,2_model
model,"(1, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)",3,37.194950103759766,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 1, 1, 1, 0)",4,36.080806732177734,4_model
model,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2)",2,34.57297897338867,2_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 1, 1, 0, 0)",4,36.7096061706543,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0)",3,34.98593521118164,3_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 2, 0, 0)",4,35.62977981567383,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 0, 0, 1)",4,35.944400787353516,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 2, 0)",4,37.09440231323242,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 1, 0, 1, 0)",4,36.35818099975586,4_model
model,"(1, 1, 4, 1, 0, 0, 2, 0, 0, 0, 0, 1)",4,34.77067947387695,4_model
model,"(1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0)",3,35.980159759521484,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0)",3,37.00492477416992,3_model
model,"(1, 0, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0)",3,35.88596725463867,3_model
model,"(1, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0)",2,36.38502883911133,2_model
model,"(1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0)",2,36.015316009521484,2_model
model,"(1, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0)",3,37.06047439575195,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 1, 1, 0, 1, 0)",3,36.01813888549805,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 2)",4,35.17581558227539,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 2)",3,34.97238540649414,3_model
model,"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0)",2,36.31191635131836,2_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 2, 0, 0, 1)",4,35.837589263916016,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 0, 2)",4,35.9346809387207,4_model
model,"(1, 0, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0)",3,36.11941146850586,3_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 2)",4,35.84568405151367,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 1, 0, 0)",4,35.45804977416992,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0)",4,36.82314682006836,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0)",4,36.71677017211914,4_model
model,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)",2,37.139469146728516,2_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2)",3,34.808834075927734,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0)",4,36.742244720458984,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2)",4,35.580867767333984,4_model
model,"(1, 1, 4, 0, 0, 1, 3, 0, 0, 0, 0, 0)",4,35.146907806396484,4_model
model,"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)",2,36.83442306518555,2_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 0, 1)",4,36.1201286315918,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0)",4,36.59781265258789,4_model
model,"(1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0)",3,37.44131088256836,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0)",4,36.73927688598633,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0)",3,37.291805267333984,3_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 1)",4,36.05575942993164,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 1, 0, 0)",4,36.34769058227539,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0)",4,36.71535110473633,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0)",4,36.817928314208984,4_model
